Localité;;"T02M3RE [°C]";"T02M3RE [%HR]"
"Groupe de points de mesure";;;
Zone;;;
"Limite inférieure";;15,0;15,0
21/08/2022;20:15:00;24,8;56,7
21/08/2022;20:30:00;24,9;57,0
21/08/2022;20:45:00;24,9;57,1
21/08/2022;21:00:00;24,9;57,3
21/08/2022;21:15:00;24,9;57,4
21/08/2022;21:30:00;24,9;57,5
21/08/2022;21:45:00;24,9;57,8
21/08/2022;22:00:00;24,9;58,3
21/08/2022;22:15:00;25,0;58,1
21/08/2022;22:30:00;25,0;58,3
21/08/2022;22:45:00;25,0;58,4
21/08/2022;23:00:00;25,0;58,7
21/08/2022;23:15:00;25,0;59,8
21/08/2022;23:30:00;25,0;60,3
21/08/2022;23:45:00;25,0;59,5
22/08/2022;00:00:00;25,0;59,4
22/08/2022;00:15:00;25,0;59,4
22/08/2022;00:30:00;25,0;59,7
22/08/2022;00:45:00;25,1;59,7
22/08/2022;01:00:00;25,1;59,7
22/08/2022;01:15:00;25,1;59,8
22/08/2022;01:30:00;25,0;59,9
22/08/2022;01:45:00;25,1;60,0
22/08/2022;02:00:00;25,0;60,1
22/08/2022;02:15:00;25,1;60,2
22/08/2022;02:30:00;25,1;60,2
22/08/2022;02:45:00;25,1;60,3
22/08/2022;03:00:00;25,1;60,5
22/08/2022;03:15:00;25,1;60,5
22/08/2022;03:30:00;25,1;60,5
22/08/2022;03:45:00;25,1;60,5
22/08/2022;04:00:00;25,1;60,6
22/08/2022;04:15:00;25,1;60,6
22/08/2022;04:30:00;25,1;60,6
22/08/2022;04:45:00;25,1;60,7
22/08/2022;05:00:00;25,1;60,8
22/08/2022;05:15:00;25,1;60,8
22/08/2022;05:30:00;25,1;60,8
22/08/2022;05:45:00;25,1;60,9
22/08/2022;06:00:00;25,1;61,0
22/08/2022;06:15:00;25,1;61,0
22/08/2022;06:30:00;25,1;61,1
22/08/2022;06:45:00;25,1;61,1
22/08/2022;07:00:00;25,1;61,2
22/08/2022;07:15:00;25,1;61,1
22/08/2022;07:30:00;25,1;61,2
22/08/2022;07:45:00;25,1;61,2
22/08/2022;08:00:00;25,1;61,3
22/08/2022;08:15:00;25,1;61,4
22/08/2022;08:30:00;24,9;60,0
22/08/2022;08:45:00;24,9;59,6
22/08/2022;09:00:00;24,8;60,6
22/08/2022;09:15:00;24,6;57,6
22/08/2022;09:30:00;24,4;56,1
22/08/2022;09:45:00;24,4;55,6
22/08/2022;10:00:00;24,3;54,8
22/08/2022;10:15:00;24,3;54,2
22/08/2022;10:30:00;24,2;53,7
22/08/2022;10:45:00;24,2;53,9
22/08/2022;11:00:00;24,1;52,9
22/08/2022;11:15:00;24,1;56,0
22/08/2022;11:30:00;24,1;60,3
22/08/2022;11:45:00;24,1;60,7
22/08/2022;12:00:00;24,1;61,0
22/08/2022;12:15:00;24,1;60,9
22/08/2022;12:30:00;24,1;61,3
22/08/2022;12:45:00;24,1;62,3
22/08/2022;13:00:00;24,1;61,6
22/08/2022;13:15:00;24,1;61,3
22/08/2022;13:30:00;24,0;61,2
22/08/2022;13:45:00;24,4;63,9
22/08/2022;14:00:00;24,5;65,0
22/08/2022;14:15:00;24,6;64,6
22/08/2022;14:30:00;24,5;64,3
22/08/2022;14:45:00;24,6;65,5
22/08/2022;15:00:00;24,7;65,7
22/08/2022;15:15:00;24,8;66,5
22/08/2022;15:30:00;24,8;65,6
22/08/2022;15:45:00;24,7;65,2
22/08/2022;16:00:00;24,7;65,0
22/08/2022;16:15:00;24,7;64,5
22/08/2022;16:30:00;24,7;64,5
22/08/2022;16:45:00;24,7;64,4
22/08/2022;17:00:00;24,7;64,3
22/08/2022;17:15:00;24,7;64,2
22/08/2022;17:30:00;24,7;65,3
22/08/2022;17:45:00;24,8;65,9
22/08/2022;18:00:00;24,8;66,4
22/08/2022;18:15:00;24,9;66,9
22/08/2022;18:30:00;24,9;67,1
22/08/2022;18:45:00;24,9;67,5
22/08/2022;19:00:00;24,9;67,7
22/08/2022;19:15:00;24,9;67,8
22/08/2022;19:30:00;24,9;68,0
22/08/2022;19:45:00;24,9;68,2
22/08/2022;20:00:00;25,0;68,3
22/08/2022;20:15:00;25,0;68,5
22/08/2022;20:30:00;25,0;68,6
22/08/2022;20:45:00;25,0;68,6
22/08/2022;21:00:00;25,0;68,7
22/08/2022;21:15:00;25,0;68,9
22/08/2022;21:30:00;25,0;68,8
22/08/2022;21:45:00;25,0;68,9
22/08/2022;22:00:00;25,0;68,9
22/08/2022;22:15:00;25,0;69,0
22/08/2022;22:30:00;25,0;68,9
22/08/2022;22:45:00;25,0;69,1
22/08/2022;23:00:00;25,0;69,1
22/08/2022;23:15:00;25,0;69,2
22/08/2022;23:30:00;25,0;69,2
22/08/2022;23:45:00;25,0;69,3
23/08/2022;00:00:00;25,0;69,3
23/08/2022;00:15:00;25,0;69,4
23/08/2022;00:30:00;25,0;69,5
23/08/2022;00:45:00;25,0;69,4
23/08/2022;01:00:00;25,0;69,4
23/08/2022;01:15:00;25,0;69,4
23/08/2022;01:30:00;25,0;69,4
23/08/2022;01:45:00;25,0;69,5
23/08/2022;02:00:00;25,0;69,6
23/08/2022;02:15:00;25,0;69,6
23/08/2022;02:30:00;25,0;69,5
23/08/2022;02:45:00;25,0;69,6
23/08/2022;03:00:00;25,0;69,7
23/08/2022;03:15:00;25,0;69,6
23/08/2022;03:30:00;25,0;69,6
23/08/2022;03:45:00;25,0;69,7
23/08/2022;04:00:00;25,0;69,7
23/08/2022;04:15:00;25,0;69,7
23/08/2022;04:30:00;25,0;69,7
23/08/2022;04:45:00;25,0;69,9
23/08/2022;05:00:00;25,0;69,8
23/08/2022;05:15:00;25,0;69,9
23/08/2022;05:30:00;25,0;69,8
23/08/2022;05:45:00;25,0;69,8
23/08/2022;06:00:00;25,0;69,9
23/08/2022;06:15:00;25,0;69,8
23/08/2022;06:30:00;25,0;69,8
23/08/2022;06:45:00;25,0;69,7
23/08/2022;07:00:00;25,0;69,7
23/08/2022;07:15:00;25,0;69,7
23/08/2022;07:30:00;25,0;69,7
23/08/2022;07:45:00;25,0;69,5
23/08/2022;08:00:00;25,0;69,5
23/08/2022;08:15:00;25,0;69,4
23/08/2022;08:30:00;25,0;69,3
23/08/2022;08:45:00;25,0;69,3
23/08/2022;09:00:00;24,9;68,8
23/08/2022;09:15:00;24,8;66,1
23/08/2022;09:30:00;24,6;64,7
23/08/2022;09:41:34;24,7;65,2
23/08/2022;09:45:00;24,7;65,4
23/08/2022;10:00:00;24,7;64,4
23/08/2022;10:15:00;24,5;62,5
23/08/2022;10:30:00;24,4;61,0
23/08/2022;10:45:00;24,3;59,9
23/08/2022;11:00:00;24,2;58,8
23/08/2022;11:15:00;24,2;59,5
23/08/2022;11:30:00;24,4;60,2
23/08/2022;11:45:00;24,3;59,9
23/08/2022;12:00:00;24,3;58,9
23/08/2022;12:15:00;24,3;58,3
23/08/2022;12:30:00;24,3;57,9
23/08/2022;12:45:00;24,3;57,4
23/08/2022;13:00:00;24,2;57,1
23/08/2022;13:15:00;24,2;57,0
23/08/2022;13:30:00;24,2;56,6
23/08/2022;13:45:00;24,3;56,3
23/08/2022;14:00:00;24,3;56,2
23/08/2022;14:15:00;24,3;55,8
23/08/2022;14:30:00;24,3;55,5
23/08/2022;14:45:00;24,3;55,2
23/08/2022;15:00:00;24,3;54,9
23/08/2022;15:15:00;24,4;56,5
23/08/2022;15:30:00;24,5;57,6
23/08/2022;15:45:00;24,6;57,8
23/08/2022;16:00:00;24,6;57,9
23/08/2022;16:15:00;24,7;57,9
23/08/2022;16:30:00;24,7;57,9
23/08/2022;16:45:00;24,7;57,6
23/08/2022;17:00:00;24,7;57,5
23/08/2022;17:15:00;24,7;57,5
23/08/2022;17:30:00;24,8;57,9
23/08/2022;17:45:00;25,0;58,1
23/08/2022;18:00:00;25,1;58,4
23/08/2022;18:15:00;25,1;57,8
23/08/2022;18:30:00;25,1;58,4
23/08/2022;18:45:00;25,1;58,7
23/08/2022;19:00:00;25,1;59,0
23/08/2022;19:15:00;25,2;59,1
23/08/2022;19:30:00;25,2;59,5
23/08/2022;19:45:00;25,2;59,6
23/08/2022;20:00:00;25,2;59,7
23/08/2022;20:15:00;25,2;59,9
23/08/2022;20:30:00;25,3;60,1
23/08/2022;20:45:00;25,3;60,3
23/08/2022;21:00:00;25,3;60,3
23/08/2022;21:15:00;25,3;60,5
23/08/2022;21:30:00;25,3;60,6
23/08/2022;21:45:00;25,3;60,7
23/08/2022;22:00:00;25,3;60,9
23/08/2022;22:15:00;25,3;61,0
23/08/2022;22:30:00;25,3;61,1
23/08/2022;22:45:00;25,3;61,1
23/08/2022;23:00:00;25,3;61,1
23/08/2022;23:15:00;25,3;61,2
23/08/2022;23:30:00;25,3;61,3
23/08/2022;23:45:00;25,4;61,3
24/08/2022;00:00:00;25,3;61,5
24/08/2022;00:15:00;25,4;61,5
24/08/2022;00:30:00;25,4;61,6
24/08/2022;00:45:00;25,4;61,8
24/08/2022;01:00:00;25,4;61,8
24/08/2022;01:15:00;25,4;61,8
24/08/2022;01:30:00;25,4;61,7
24/08/2022;01:45:00;25,4;61,8
24/08/2022;02:00:00;25,4;61,8
24/08/2022;02:15:00;25,4;62,0
24/08/2022;02:30:00;25,4;62,0
24/08/2022;02:45:00;25,4;62,1
24/08/2022;03:00:00;25,4;62,2
24/08/2022;03:15:00;25,4;62,2
24/08/2022;03:30:00;25,4;62,3
24/08/2022;03:45:00;25,4;62,3
24/08/2022;04:00:00;25,4;62,4
24/08/2022;04:15:00;25,4;62,5
24/08/2022;04:30:00;25,4;62,6
24/08/2022;04:45:00;25,4;62,6
24/08/2022;05:00:00;25,4;62,6
24/08/2022;05:15:00;25,4;62,7
24/08/2022;05:30:00;25,4;62,8
24/08/2022;05:45:00;25,4;62,9
24/08/2022;06:00:00;25,4;63,1
24/08/2022;06:15:00;25,4;63,3
24/08/2022;06:30:00;25,4;63,4
24/08/2022;06:45:00;25,4;63,3
24/08/2022;07:00:00;25,4;63,3
24/08/2022;07:15:00;25,4;63,3
24/08/2022;07:30:00;25,4;63,3
24/08/2022;07:45:00;25,4;63,3
24/08/2022;08:00:00;25,4;63,3
24/08/2022;08:15:00;25,4;63,3
24/08/2022;08:30:00;25,4;63,3
24/08/2022;08:45:00;25,4;63,1
24/08/2022;09:00:00;25,3;61,7
24/08/2022;09:15:00;25,2;60,6
24/08/2022;09:30:00;25,2;60,0
24/08/2022;09:45:00;25,2;59,3
24/08/2022;10:00:00;25,1;59,0
24/08/2022;10:15:00;25,2;59,2
24/08/2022;10:30:00;25,1;58,8
24/08/2022;10:41:34;25,0;57,7
24/08/2022;10:45:00;24,9;57,4
24/08/2022;11:00:00;24,8;56,6
24/08/2022;11:15:00;24,8;55,9
24/08/2022;11:30:00;24,7;55,3
24/08/2022;11:45:00;24,7;55,0
24/08/2022;12:00:00;24,7;54,6
24/08/2022;12:15:00;24,7;54,7
24/08/2022;12:30:00;24,7;54,2
24/08/2022;12:45:00;24,7;53,9
24/08/2022;13:00:00;24,6;53,9
24/08/2022;13:15:00;24,7;53,8
24/08/2022;13:30:00;24,6;53,3
24/08/2022;13:45:00;24,7;52,9
24/08/2022;14:00:00;24,7;53,2
24/08/2022;14:15:00;24,7;52,7
24/08/2022;14:30:00;24,7;53,2
24/08/2022;14:45:00;24,7;53,1
24/08/2022;15:00:00;24,7;52,5
24/08/2022;15:15:00;24,7;52,1
24/08/2022;15:30:00;24,6;51,9
24/08/2022;15:45:00;24,7;51,9
24/08/2022;16:00:00;24,6;51,6
24/08/2022;16:15:00;24,8;52,6
24/08/2022;16:30:00;24,9;53,6
24/08/2022;16:41:34;25,1;54,1
24/08/2022;16:45:00;25,1;54,2
24/08/2022;17:00:00;25,1;54,8
24/08/2022;17:15:00;25,1;55,1
24/08/2022;17:30:00;25,1;54,9
24/08/2022;17:45:00;25,1;55,4
24/08/2022;18:00:00;25,2;55,8
24/08/2022;18:15:00;25,2;56,2
24/08/2022;18:30:00;25,3;56,5
24/08/2022;18:45:00;25,3;56,8
24/08/2022;19:00:00;25,3;57,0
24/08/2022;19:15:00;25,3;57,3
24/08/2022;19:30:00;25,4;57,4
24/08/2022;19:45:00;25,4;57,6
24/08/2022;20:00:00;25,4;57,9
24/08/2022;20:15:00;25,4;57,9
24/08/2022;20:30:00;25,4;58,2
24/08/2022;20:45:00;25,4;58,4
24/08/2022;21:00:00;25,4;58,5
24/08/2022;21:15:00;25,4;58,6
24/08/2022;21:30:00;25,5;58,9
24/08/2022;21:45:00;25,5;59,1
24/08/2022;22:00:00;25,5;59,1
24/08/2022;22:15:00;25,5;59,3
24/08/2022;22:30:00;25,5;59,3
24/08/2022;22:45:00;25,5;59,5
24/08/2022;23:00:00;25,5;59,6
24/08/2022;23:15:00;25,5;59,7
24/08/2022;23:30:00;25,5;59,8
24/08/2022;23:45:00;25,5;59,9
25/08/2022;00:00:00;25,5;60,0
25/08/2022;00:15:00;25,5;60,1
25/08/2022;00:30:00;25,5;60,2
25/08/2022;00:45:00;25,5;60,3
25/08/2022;01:00:00;25,5;60,4
25/08/2022;01:15:00;25,5;60,6
25/08/2022;01:30:00;25,5;60,6
25/08/2022;01:45:00;25,5;60,6
25/08/2022;02:00:00;25,5;60,7
25/08/2022;02:15:00;25,5;60,8
25/08/2022;02:30:00;25,5;60,9
25/08/2022;02:45:00;25,5;61,0
25/08/2022;03:00:00;25,5;61,0
25/08/2022;03:15:00;25,5;61,1
25/08/2022;03:30:00;25,5;61,2
25/08/2022;03:45:00;25,5;61,3
25/08/2022;04:00:00;25,5;61,2
25/08/2022;04:15:00;25,5;61,4
25/08/2022;04:30:00;25,5;61,7
25/08/2022;04:45:00;25,5;61,5
25/08/2022;05:00:00;25,5;61,7
25/08/2022;05:15:00;25,5;61,7
25/08/2022;05:30:00;25,5;61,8
25/08/2022;05:45:00;25,5;61,8
25/08/2022;06:00:00;25,5;61,9
25/08/2022;06:15:00;25,5;62,0
25/08/2022;06:30:00;25,5;62,0
25/08/2022;06:45:00;25,5;62,1
25/08/2022;07:00:00;25,5;62,1
25/08/2022;07:15:00;25,5;62,0
25/08/2022;07:30:00;25,5;62,0
25/08/2022;07:45:00;25,5;61,9
25/08/2022;08:00:00;25,5;61,9
25/08/2022;08:15:00;25,5;61,9
25/08/2022;08:30:00;25,5;62,0
25/08/2022;08:45:00;25,4;62,1
25/08/2022;09:00:00;25,4;61,3
25/08/2022;09:15:00;25,3;60,5
25/08/2022;09:30:00;25,3;59,8
25/08/2022;09:45:00;25,2;59,2
25/08/2022;10:00:00;25,2;58,8
25/08/2022;10:15:00;25,2;59,1
25/08/2022;10:30:00;25,1;59,0
25/08/2022;10:45:00;25,2;59,4
25/08/2022;11:00:00;25,3;60,0
25/08/2022;11:15:00;25,3;60,2
25/08/2022;11:30:00;25,4;60,6
25/08/2022;11:45:00;25,4;61,0
25/08/2022;12:00:00;25,2;59,0
25/08/2022;12:15:00;25,1;57,5
25/08/2022;12:30:00;25,0;56,5
25/08/2022;12:45:00;24,9;55,8
25/08/2022;13:00:00;24,9;55,3
25/08/2022;13:15:00;24,9;55,1
25/08/2022;13:30:00;24,9;54,5
25/08/2022;13:45:00;24,8;54,2
25/08/2022;14:00:00;24,8;53,8
25/08/2022;14:15:00;24,8;53,6
25/08/2022;14:30:00;24,8;53,3
25/08/2022;14:45:00;24,8;53,1
25/08/2022;15:00:00;24,8;53,0
25/08/2022;15:15:00;24,8;52,9
25/08/2022;15:30:00;24,7;52,8
25/08/2022;15:45:00;24,8;52,8
25/08/2022;16:00:00;24,8;52,9
25/08/2022;16:15:00;24,9;54,3
25/08/2022;16:30:00;24,9;54,9
25/08/2022;16:45:00;24,9;55,2
25/08/2022;17:00:00;24,9;55,3
25/08/2022;17:15:00;25,0;55,4
25/08/2022;17:30:00;25,0;55,8
25/08/2022;17:45:00;25,0;56,2
25/08/2022;18:00:00;25,2;57,6
25/08/2022;18:15:00;25,4;60,5
25/08/2022;18:30:00;25,3;58,1
25/08/2022;18:45:00;25,3;58,3
25/08/2022;19:00:00;25,3;58,6
25/08/2022;19:15:00;25,3;59,0
25/08/2022;19:30:00;25,3;59,2
25/08/2022;19:45:00;25,3;59,5
25/08/2022;20:00:00;25,3;59,6
25/08/2022;20:15:00;25,3;59,9
25/08/2022;20:30:00;25,4;60,1
25/08/2022;20:45:00;25,4;60,3
25/08/2022;21:00:00;25,4;60,5
25/08/2022;21:15:00;25,4;60,7
25/08/2022;21:30:00;25,4;60,8
25/08/2022;21:45:00;25,4;60,8
25/08/2022;22:00:00;25,4;60,9
25/08/2022;22:15:00;25,4;61,0
25/08/2022;22:30:00;25,4;61,2
25/08/2022;22:45:00;25,4;61,4
25/08/2022;23:00:00;25,4;61,5
25/08/2022;23:15:00;25,4;61,6
25/08/2022;23:30:00;25,4;61,7
25/08/2022;23:45:00;25,4;61,8
26/08/2022;00:00:00;25,4;61,9
26/08/2022;00:15:00;25,4;62,0
26/08/2022;00:30:00;25,4;62,0
26/08/2022;00:45:00;25,4;62,1
26/08/2022;01:00:00;25,4;62,2
26/08/2022;01:15:00;25,4;62,3
26/08/2022;01:30:00;25,4;62,3
26/08/2022;01:45:00;25,4;62,4
26/08/2022;02:00:00;25,4;62,5
26/08/2022;02:15:00;25,4;62,7
26/08/2022;02:30:00;25,3;62,7
26/08/2022;02:45:00;25,3;62,7
26/08/2022;03:00:00;25,3;62,8
26/08/2022;03:15:00;25,3;62,8
26/08/2022;03:30:00;25,3;62,9
26/08/2022;03:45:00;25,3;62,9
26/08/2022;04:00:00;25,3;63,1
26/08/2022;04:15:00;25,3;63,1
26/08/2022;04:30:00;25,3;63,2
26/08/2022;04:45:00;25,3;63,3
26/08/2022;05:00:00;25,3;63,3
26/08/2022;05:15:00;25,3;63,4
26/08/2022;05:30:00;25,3;63,6
26/08/2022;05:45:00;25,3;63,7
26/08/2022;06:00:00;25,3;63,8
26/08/2022;06:15:00;25,3;63,8
26/08/2022;06:30:00;25,3;63,8
26/08/2022;06:45:00;25,3;63,8
26/08/2022;07:00:00;25,3;63,8
26/08/2022;07:15:00;25,3;63,9
26/08/2022;07:30:00;25,3;64,0
26/08/2022;07:45:00;25,3;64,0
26/08/2022;08:00:00;25,3;64,0
26/08/2022;08:15:00;25,3;64,0
26/08/2022;08:30:00;25,3;63,5
26/08/2022;08:45:00;24,9;59,8
26/08/2022;09:00:00;24,7;57,5
26/08/2022;09:15:00;24,5;56,4
26/08/2022;09:30:00;24,4;54,8
26/08/2022;09:45:00;24,3;54,3
26/08/2022;10:00:00;24,3;57,0
26/08/2022;10:15:00;24,3;57,8
26/08/2022;10:30:00;24,2;57,3
26/08/2022;10:45:00;24,4;59,1
26/08/2022;11:00:00;24,6;60,8
26/08/2022;11:15:00;24,8;61,7
26/08/2022;11:30:00;24,9;62,6
26/08/2022;11:45:00;24,9;62,7
26/08/2022;12:00:00;24,9;62,8
26/08/2022;12:11:34;25,0;65,3
26/08/2022;12:15:00;25,0;65,8
26/08/2022;12:30:00;25,0;63,3
26/08/2022;12:45:00;25,0;63,4
26/08/2022;13:00:00;25,1;63,7
26/08/2022;13:15:00;25,1;63,8
26/08/2022;13:30:00;25,1;64,0
26/08/2022;13:45:00;25,1;64,0
26/08/2022;14:00:00;25,0;62,6
26/08/2022;14:15:00;24,9;61,1
26/08/2022;14:30:00;24,8;60,4
26/08/2022;14:45:00;24,8;59,6
26/08/2022;15:00:00;24,8;60,0
26/08/2022;15:15:00;24,8;59,9
26/08/2022;15:30:00;24,8;58,8
26/08/2022;15:45:00;24,7;57,8
26/08/2022;16:00:00;24,6;57,1
26/08/2022;16:15:00;24,6;56,3
26/08/2022;16:30:00;24,5;55,8
26/08/2022;16:45:00;24,5;55,5
26/08/2022;17:00:00;24,5;55,3
26/08/2022;17:15:00;24,5;55,0
26/08/2022;17:30:00;24,4;54,7
26/08/2022;17:45:00;24,4;54,5
26/08/2022;18:00:00;24,4;54,4
26/08/2022;18:15:00;24,5;55,3
26/08/2022;18:30:00;24,6;56,1
26/08/2022;18:45:00;24,7;56,8
26/08/2022;19:00:00;24,8;57,4
26/08/2022;19:15:00;24,8;57,8
26/08/2022;19:30:00;24,9;58,3
26/08/2022;19:45:00;24,9;58,8
26/08/2022;20:00:00;24,9;59,1
26/08/2022;20:15:00;24,9;59,4
26/08/2022;20:30:00;24,9;59,5
26/08/2022;20:45:00;24,9;59,8
26/08/2022;21:00:00;24,9;59,9
26/08/2022;21:15:00;25,0;60,1
26/08/2022;21:30:00;25,0;60,3
26/08/2022;21:45:00;25,0;60,5
26/08/2022;22:00:00;25,0;60,7
26/08/2022;22:15:00;25,0;60,8
26/08/2022;22:30:00;25,0;60,9
26/08/2022;22:45:00;25,0;61,0
26/08/2022;23:00:00;25,0;61,1
26/08/2022;23:15:00;25,0;61,2
26/08/2022;23:30:00;25,0;61,2
26/08/2022;23:45:00;25,0;61,2
27/08/2022;00:00:00;25,0;61,3
27/08/2022;00:15:00;25,0;61,4
27/08/2022;00:30:00;25,0;61,4
27/08/2022;00:45:00;25,0;61,6
27/08/2022;01:00:00;25,0;61,7
27/08/2022;01:15:00;25,0;61,7
27/08/2022;01:30:00;25,0;61,8
27/08/2022;01:45:00;25,0;61,9
27/08/2022;02:00:00;25,0;62,1
27/08/2022;02:15:00;25,0;62,1
27/08/2022;02:30:00;25,0;62,2
27/08/2022;02:45:00;25,0;62,3
27/08/2022;03:00:00;25,0;62,4
27/08/2022;03:15:00;25,0;62,5
27/08/2022;03:30:00;25,0;62,7
27/08/2022;03:45:00;25,0;62,7
27/08/2022;04:00:00;25,0;62,8
27/08/2022;04:11:34;25,1;62,9
27/08/2022;04:15:00;25,0;62,9
27/08/2022;04:15:16;25,1;62,9
27/08/2022;04:30:00;25,0;62,9
27/08/2022;04:30:16;25,1;62,9
27/08/2022;04:45:00;25,0;62,9
27/08/2022;04:45:16;25,1;62,9
27/08/2022;05:00:00;25,0;63,2
27/08/2022;05:00:16;25,1;63,2
27/08/2022;05:15:00;25,1;63,2
27/08/2022;05:30:00;25,0;63,3
27/08/2022;05:30:16;25,1;63,3
27/08/2022;05:45:00;25,1;63,3
27/08/2022;06:00:00;25,0;63,5
27/08/2022;06:00:16;25,1;63,5
27/08/2022;06:15:00;25,0;63,4
27/08/2022;06:15:16;25,1;63,4
27/08/2022;06:30:00;25,0;63,5
27/08/2022;06:30:16;25,1;63,4
27/08/2022;06:45:00;25,1;63,5
27/08/2022;07:00:00;25,0;63,5
27/08/2022;07:00:16;25,1;63,5
27/08/2022;07:15:00;25,0;63,7
27/08/2022;07:15:16;25,1;63,7
27/08/2022;07:30:00;25,1;63,7
27/08/2022;07:45:00;25,0;63,7
27/08/2022;07:45:16;25,1;63,7
27/08/2022;08:00:00;25,1;63,6
27/08/2022;08:15:00;25,0;63,9
27/08/2022;08:15:16;25,1;63,8
27/08/2022;08:30:00;25,1;63,9
27/08/2022;08:45:00;25,0;63,9
27/08/2022;08:45:16;25,1;63,9
27/08/2022;09:00:00;25,0;63,9
27/08/2022;09:00:16;25,1;63,9
27/08/2022;09:15:00;25,1;64,0
27/08/2022;09:30:00;25,1;64,0
27/08/2022;09:45:00;25,1;64,0
27/08/2022;10:00:00;25,1;63,9
27/08/2022;10:15:00;25,1;64,1
27/08/2022;10:30:00;24,9;61,5
27/08/2022;10:45:00;24,8;59,8
27/08/2022;11:00:00;24,7;58,7
27/08/2022;11:15:00;24,7;57,9
27/08/2022;11:30:00;24,6;56,9
27/08/2022;11:45:00;24,6;56,4
27/08/2022;12:00:00;24,5;55,7
27/08/2022;12:15:00;24,5;55,4
27/08/2022;12:30:00;24,5;55,0
27/08/2022;12:45:00;24,5;54,4
27/08/2022;13:00:00;24,5;54,0
27/08/2022;13:15:00;24,5;53,7
27/08/2022;13:30:00;24,4;53,4
27/08/2022;13:45:00;24,4;53,3
27/08/2022;14:00:00;24,5;53,0
27/08/2022;14:15:00;24,4;52,8
27/08/2022;14:30:00;24,4;52,5
27/08/2022;14:45:00;24,4;52,3
27/08/2022;15:00:00;24,4;52,4
27/08/2022;15:15:00;24,4;52,4
27/08/2022;15:30:00;24,4;52,4
27/08/2022;15:45:00;24,4;52,3
27/08/2022;16:00:00;24,5;53,1
27/08/2022;16:15:00;24,7;54,2
27/08/2022;16:30:00;24,7;54,9
27/08/2022;16:45:00;24,8;55,5
27/08/2022;17:00:00;24,8;56,0
27/08/2022;17:15:00;24,8;56,4
27/08/2022;17:30:00;24,9;56,8
27/08/2022;17:45:00;24,9;57,1
27/08/2022;18:00:00;24,9;57,4
27/08/2022;18:15:00;24,9;57,6
27/08/2022;18:30:00;24,9;58,0
27/08/2022;18:45:00;24,9;58,2
27/08/2022;19:00:00;24,9;58,5
27/08/2022;19:15:00;24,9;58,7
27/08/2022;19:30:00;25,0;58,9
27/08/2022;19:45:00;25,0;59,1
27/08/2022;20:00:00;25,0;59,1
27/08/2022;20:15:00;25,0;59,3
27/08/2022;20:30:00;25,0;59,4
27/08/2022;20:45:00;25,0;59,5
27/08/2022;21:00:00;25,0;59,6
27/08/2022;21:15:00;25,0;59,7
27/08/2022;21:30:00;25,0;59,9
27/08/2022;21:45:00;25,0;60,0
27/08/2022;22:00:00;25,0;60,0
27/08/2022;22:15:00;25,0;60,1
27/08/2022;22:30:00;25,0;60,2
27/08/2022;22:45:00;25,0;60,3
27/08/2022;23:00:00;25,0;60,4
27/08/2022;23:15:00;25,0;60,5
27/08/2022;23:30:00;25,0;60,6
27/08/2022;23:45:00;25,0;60,7
28/08/2022;00:00:00;25,0;60,6
28/08/2022;00:15:00;25,0;60,7
28/08/2022;00:30:00;25,0;60,8
28/08/2022;00:45:00;25,0;60,8
28/08/2022;01:00:00;25,0;60,9
28/08/2022;01:11:34;25,1;61,0
28/08/2022;01:15:00;25,1;60,9
28/08/2022;01:30:00;25,1;61,0
28/08/2022;01:45:00;25,0;61,2
28/08/2022;01:45:16;25,1;61,2
28/08/2022;02:00:00;25,0;61,3
28/08/2022;02:00:16;25,1;61,3
28/08/2022;02:15:00;25,0;61,4
28/08/2022;02:15:16;25,1;61,4
28/08/2022;02:30:00;25,1;61,5
28/08/2022;02:45:00;25,1;61,7
28/08/2022;03:00:00;25,0;61,7
28/08/2022;03:00:16;25,1;61,7
28/08/2022;03:15:00;25,1;61,7
28/08/2022;03:30:00;25,1;61,9
28/08/2022;03:45:00;25,1;62,0
28/08/2022;04:00:00;25,1;62,1
28/08/2022;04:15:00;25,1;62,3
28/08/2022;04:30:00;25,1;62,5
28/08/2022;04:45:00;25,1;62,6
28/08/2022;05:00:00;25,1;63,0
28/08/2022;05:15:00;25,1;63,0
28/08/2022;05:30:00;25,1;63,1
28/08/2022;05:45:00;25,1;63,3
28/08/2022;06:00:00;25,0;63,2
28/08/2022;06:00:16;25,1;63,3
28/08/2022;06:15:00;25,0;63,3
28/08/2022;06:15:16;25,1;63,3
28/08/2022;06:30:00;25,1;63,4
28/08/2022;06:45:00;25,0;63,3
28/08/2022;06:45:16;25,1;63,4
28/08/2022;07:00:00;25,0;63,3
28/08/2022;07:00:16;25,1;63,3
28/08/2022;07:15:00;25,0;63,4
28/08/2022;07:15:16;25,1;63,4
28/08/2022;07:30:00;25,0;63,6
28/08/2022;07:30:16;25,1;63,6
28/08/2022;07:45:00;25,0;63,4
28/08/2022;07:45:16;25,1;63,4
28/08/2022;08:00:00;25,0;63,5
28/08/2022;08:00:16;25,1;63,5
28/08/2022;08:15:00;25,1;63,3
28/08/2022;08:30:00;25,0;63,2
28/08/2022;08:30:16;25,1;63,2
28/08/2022;08:45:00;25,0;63,2
28/08/2022;08:45:16;25,1;63,2
28/08/2022;09:00:00;25,0;63,2
28/08/2022;09:00:16;25,1;63,2
